username,phone,name,address,career,info_company,info_biz,key
,052.288.2579,(주)코리아시스템,"울산광역시 북구 산성로 40,  709호 (효문동)", 2004.07.27,전력변환장치,,
,052.237.3605,영남요업,울산광역시 울주군 온양읍 외고산1길 14 (총 4 필지), 1996.12.04,옹기,,
,052.262.1486,베스트미디어,울산광역시 울주군 삼동면 삼동로 194, 2016.08.29,"LED전광판, 홍보차량용 LED디스플레이 등",,
,052.287.4824,인성기공(주),"울산광역시 북구 매곡산업로 83 (매곡동, 인성기공(주))", 2007.07.23,콘베어 자동화 장비,,
,052.281.6001,(주)성일메탈,"울산광역시 북구 매곡산업로 11 (매곡동, (주)성일메탈)", 2006.03.10,레이저가공기계부품,,
,052.263.0881,오트로닉,울산광역시 울주군 삼남면 강당로 3-2, 1994.05.24,자동차용 센서 및 전장품,,
,052.287.6901,신화이디테크(주),울산광역시 남구 여천로 196 (여천동), 2009.03.19,자동차부품 도장,,
,052.262.8521,(주)한림산업,울산광역시 울주군 두동면 박제상로 91-8, 2002.07.23,운전대 운전박스,,
,052.227.4825,울산건설기계,"울산광역시 북구 숙보로 17 (효문동, 춘산환경)", 2014.12.11,건설기계정비 등,,
,052.254.0789,(주)티피엠,울산광역시 울주군 상북면 길천산업로 103-3, 2009.04.20,버스 프레임,,
,052.265.6911,(주)맥스벨로,울산광역시 울주군 삼동면 은현공단4길 18 (총 2 필지), 2011.04.28,"어린이조합놀이기구,야외운동시설",,
,052.288.3680,(주)화진기업,울산광역시 북구 중산산업1길 18 (중산동), 2016.05.17,자동차 엔진부품(제네레더 연결부품 조립),,
,052.272.9245,현대엔지니어링,울산광역시 울주군 청량읍 처용산업4길 42-5, 2015.12.29,전기모터,,
,052.227.7893,금정테크,울산광역시 울주군 웅촌면 고연공단1길 39-5, 2016.02.26,"배전반,변압기,고압차단기 부품",,
,052.231.6480,(주)알란텀 온산공장,울산광역시 울주군 온산읍 공단로 318, 2010.05.12,자동차부품(매연저감장치),,
,052.287.5534,정해(주),"울산광역시 북구 산성로 89 (효문동, 정해(주))", 2011.03.09,차량용시트,,
,052.296.5006,(주)해림목,울산광역시 울주군 언양읍 구수길 81 (총 2 필지) (총 2 필지), 2009.10.22,"조경시설물,조형벤치",,
,052.288.4255,남성기계,"울산광역시 북구 산성로 40,  203호 (효문동)", 1997.08.29,GEAR CAR,,
,052.267.2500,동양창호(유),울산광역시 남구 화합로71번길 2 (야음동), 2003.03.04,골든샷시,,
,052.286.3333,(주)에스엠하이테크,울산광역시 울주군 웅촌면 웅촌로 585-36, 2015.09.11,SMD 마이크로 휴즈,,
,052.239.3105,태흥목재,울산광역시 울주군 온산읍 해맞이로 1844, 2000.12.06,판재및각재,,
,052.238.0912,(주)성한텍,울산광역시 울주군 온산읍 처용산업3길 30-37, 2015.12.11,"화공장치(열교환기, 베셀 등), 태양광해수담수화, 냉동기",,
,052.239.4744,(주)부승화학,울산광역시 울주군 온산읍 회학3길 28, 2002.10.18,"수산화나트륨,신나",,
,052.287.6228,세명계전(주),울산광역시 북구 명촌11길 21 (명촌동), 2008.02.04,자동전기판넬,,
,055.385.3939,혜성산업(주),울산광역시 울주군 웅촌면 곡천검단로 185, 2017.11.28,컨테이너,,
,052.282.4560,주식회사 수진,울산광역시 북구 매곡산업6길 48 (매곡동), 2015.11.11,에어챔버 등,,
,052.281.6603,위너산업,울산광역시 북구 호수2로 52 (호계동), 2015.11.18,자동차 백 카바,,
,052.275.1386,두산정밀(주),울산광역시 울주군 웅촌면 고연로 219-18, 2013.11.13,각종 산업기계,,
,052.264.2311,태영유화(주),울산광역시 울주군 삼남면 가천금사길 224-17, 1998.12.26,금속가공유,,
,052.265.0775,(주)부경비엔지,울산광역시 울주군 웅촌면 고연로 157, 2007.01.25,자동차용 머플러부분품,,
,052.295.6667,(주)오양,"울산광역시 북구 매곡로 51 (신천동, 우양(주))", 1991.10.28,TOWER CRANE,,
,052.288.6008,(주)성림기업,울산광역시 북구 효자로 134 (연암동), 2000.07.24,"임팩트패드,아이솔레이션패드",,
,052.281.7004,울산공예예술촌,울산광역시 울주군 두동면 박제상로 297, 2011.03.31,"목공예품, 전통도자기, 천연염색 등",,
,052.272.6325,덕화산업,"울산광역시 남구 장생포로19번길 37 (여천동, 덕화산업)", 1998.01.20,재생공드럼,,
,052.261.8303,(주)삼신에프에이,울산광역시 울주군 웅촌면 고연로 164, 2008.02.28,"철구조물,선박의장품,철재파레트 등",,
,052.277.8463,(주)엠제이산업,"울산광역시 중구 성안1길 169 (성안동, 엠제이빌딩)", 2014.05.19,자동차시트커버,,
,052.288.4767,삼종산업,"울산광역시 북구 효산1길 28 (효문동, 삼종산업)", 2007.01.25,카바링와이어,,
,052.716.0033,(주)하애 2공장,울산광역시 울주군 웅촌면 은현공단2길 29-8, 2014.03.11,"케이블트레이, 시트, 도장",,
,052.254.1141,(주)한국이엔씨,"울산광역시 울주군 두서면 전읍농공길 45, [울산두서농공단지]", 2015.03.30,"Stay-Bolt, Cylinder-Liner",,
,052.276.3914,(주)에너텍,울산광역시 남구 신여천로 99 (여천동) (총 4 필지), 2007.12.14,재생연료,,
,052.288.5111,(주)일신,울산광역시 북구 효암로 300-7 (연암동), 2009.07.24,"볼트,너트",,
,052.272.1717,(주)삼정출판인쇄,"울산광역시 남구 돋질로114번길 4 (달동, 삼정인쇄)", 2006.11.03,"출판,인쇄",,
,052.293.6964,영수기계,울산광역시 북구 염포로 248-10 (진장동), 2009.05.08,자동화 지그,,
,052.272.1237,대신어패럴,"울산광역시 남구 꽃대나리로 57,  2층 (달동)", 2009.03.25,"근무복, 작업복",,
,052.228.3600,인성산업(주),"울산광역시 남구 납도로 64 (여천동, 인성산업(주))", 1996.03.18,"금속포장용기,건설용 개질 아스팔트",,
,052.247.7155,(주)테라테크,울산광역시 울주군 온산읍 처용산업로 104, 2016.06.28,"SILENCER, Air cooler unit",,
,052.225.2361,대진유니톡(주),울산광역시 울주군 웅촌면 은현작동로 36-32, 2016.02.26,조립식 욕실(화장실) 유니트,,
,052.262.4802,(주)금강테크,울산광역시 울주군 상북면 길천산업로 425, 2014.08.01,차량용 플라스틱부품 ,,
,052.926.2300,세동산업,울산광역시 울주군 상북면 길천산업로 105-70, 2013.12.27,자동차 기계 필터,,
,052.256.5503,울산인쇄협동조합,울산광역시 남구 신정로116번길 3 (신정동), 2014.10.26,인쇄물,,
,052.255.5300,금강공업(주)언양공장,울산광역시 울주군 삼남면 반구대로 359 (총 6 필지), 1990.11.26,"강관, 가드레인",,
,052.261.2280,(주)에스엘티이,울산광역시 울주군 언양읍 반천산업로 108-31, 2016.08.12,금속구조물 등,,
,052.285.2200,(주)세일,"울산광역시 북구 매곡산업1길 20 (매곡동, (주)세일)", 2007.06.22,"자동화기계부품,조선기자재,자동차부품금형",,
,052.295.2282,(주)대성테크,울산광역시 북구 농공단지4길 30 (달천동) (총 2 필지), 2000.11.29,금속열처리,,
,052.264.4554,무지개식품,"울산광역시 울주군 삼남면 자수정로 31,  1,2호", 2005.02.01,"제재염, 간수",,
,052.286.5501,하이테크,울산광역시 북구 농공단지4길 20 (달천동), 2018.05.16,자동차검사구,,
,052.287.6901,신화이디테크(주) 2공장,"울산광역시 북구 효암로 354-6 (연암동, 신화도장(주))", 2002.12.16,자동차부품 도장,,
,052.710.4204,삼정이엔지(주),울산광역시 북구 송도길 76 (효문동), 2014.06.03,자동차 부품(자동차 유리조립),,
,052.247.1471,(주)원우전자,"울산광역시 남구 남산로 356,  1층 (신정동)", 2009.11.25,방송앰프 외,,
,052.258.2668,고연상사,울산광역시 울주군 웅촌면 고연로 152-16 (총 2 필지), 1996.09.21,오크제제목 및 쪽마루,,
,052.283.3891,(주)송광,"울산광역시 북구 산성로 40, 1동 1층 118 (효문동, 아파트형공장), 119", 2017.01.09,드라이버외 전기전장품,,
,052.289.2248,(주)광선,울산광역시 북구 활밤로 11 (효문동), 2007.03.07,제어반,,
,052.289.5657,(주)유성테크,"울산광역시 북구 명촌7길 37 (명촌동, 유성테크)", 2007.05.29,로봇전기자동제어반,,
,052.292.3801,태산산업,울산광역시 북구 무룡로 42 (연암동), 2015.10.05,자동차 시트,,
,052.225.5090,세현P&amp;C,울산광역시 울주군 웅촌면 와지공단1길 22, 2014.04.29,각종 철제품 도장,,
,052.239.9450,(주)삼화유업,울산광역시 울주군 온산읍 화산로 182, 2007.06.11,윤활유,,
,052.208.3817,유베이스매뉴팩처링아시아(주),"울산광역시 남구 신여천로 14-101 (여천동, SK에너지(주))", 2012.06.19,윤활기유,,
,052.912.2500,(주)에이치이티,울산광역시 울주군 상북면 길천산업2길 35, 2012.09.28,"자동제어반, 가스켓",,
,052.210.8200,피피지에스에스씨(주),"울산광역시 남구 여천로217번길 19 (여천동, 삼성정밀화학(주))", 2004.05.31,산업용 도료,,
,052.282.6100,광덕레이저,울산광역시 북구 농공단지4길 46 (달천동), 2001.12.18,금속가공,,
,052.258.5696,남성종합모델(주),울산광역시 울주군 웅촌면 반계길 4-18, 1995.10.30,자동차부품 검사 모형,,
,052.239.4671,영진정밀기공(주),울산광역시 울주군 온산읍 종동길 115 (총 2 필지), 2016.01.07,제조업용 로봇(공정용),,
,052.287.0583,에이원테크,"울산광역시 북구 산성로 40,  울산아파트형공장 406호 (효문동)", 2011.05.27,자동화용케이블ASS'Y,,
,052.222.2810,(주)한국에프에이,울산광역시 울주군 웅촌면 와지공단길 28, 2008.04.17,산업용 로봇,,
,052.254.0684,(주)희성테크,울산광역시 울주군 두서면 찻골로 214, 1999.07.14,자동차연료TUBE,,
,052.265.5528,구암정밀,울산광역시 울주군 웅촌면 은현작동로 206, 2007.06.25,자동차부품(A/T BOSS),,
,052.254.3591,서울산업 ,울산광역시 울주군 상북면 양등농공길 41, 2014.06.13,연료 및 브레이크튜브,,
,052.283.4271,지성솔루션(주),울산광역시 북구 매곡산업6길 17-1 (매곡동), 2018.05.08,산업용 로봇,,
,052.263.1641,(주)더원테크,울산광역시 울주군 삼동면 사촌신복로 112, 2003.07.10,조선기자재,,
,052.263.8885,(주)세림,울산광역시 울주군 삼남면 공암공단로 19 (총 2 필지) (총 2 필지), 1997.01.15,도료,,
,052.267.1515,KPX글로벌(주),울산광역시 남구 납도로 156 (매암동), 2014.12.22,"황산,인산제조",,
,052.701.5000,삼진정공(주),"울산광역시 북구 무룡1로 74 (연암동, 삼진정공(울산공장))", 1996.05.07,너트류,,
,052.256.7901,(주)양수금속,울산광역시 울주군 온산읍 처용산업1길 76-6, 2011.06.17,금속판 제품 및 금속공작물 ,,
,052.258.9131,(주)기현시스템,"울산광역시 북구 산성로 40, 1동 1층 114호 (효문동, 아파트형공장)", 2010.11.05,자동화판넬,,
,052.285.1656,영진산업,"울산광역시 북구 매곡산업로 67 (매곡동, 영진산업)", 2006.12.14,"선박 콘트롤 박스, 배전반",,
,052.254.5177,덕성종합목재,울산광역시 울주군 두서면 전읍복안로 207, 2012.10.17,"파？트, 목재 포장용상자",,
,052.254.5621,효성전기(주),울산광역시 울주군 삼남면 가천금사길 208-15, 2001.12.18,소형전동기,,
,052.281.1184,(주)티엠에스,"울산광역시 북구 대안1길 201 (대안동, (주)엠비캠)", 2010.01.14,"브라켓,프랜지",,
,052.201.8339,현대계전산업(주),울산광역시 울주군 삼동면 삼동로 1352 (총 9 필지), 2003.07.28,"전기배전반, 전기차단기",,
,052.237.2171,길성,울산광역시 울주군 온산읍 화산1길 25, 1996.08.08,"닥트,금속탱크,송풍기",,
,052.238.7440,보은산업,울산광역시 울주군 서생면 양암1길 37-22, 2008.02.21,배전기 부분품,,
,052.286.8281,(주)진웅이앤지,울산광역시 북구 매곡산업3길 17 (매곡동), 2019.02.18,건설기계 조항장치,,
,052.288.4634,(주)세림정공,"울산광역시 북구 매곡산업로 35,  자동차부품혁신센터 협업혁신관 (매곡동)", 2009.07.15,자동화장비,,
,052.288.6208,(주)극동자동화,"울산광역시 북구 숙보로 27 (효문동, 극동자동화(주))", 1995.07.26,"산업용기계,자동화설비,CCTV,펜틸트,음향설비",,
,052.254.8901,(주)삼오,울산광역시 울주군 상북면 길천산업로 103-26 (총 2 필지) (총 2 필지), 2010.05.17,"버스용 범퍼, 러기지도어, 자동차용부품",,
,052.292.6066,하남중공업(주),"울산광역시 북구 매곡산업1길 25 (매곡동, 하남중공업(주))", 2007.11.07,선박 엔진블럭,,
,052.258.4411,(주)수국정공,울산광역시 울주군 웅촌면 광청로 82, 2013.05.27, 철구조물,,
,052.288.0041,(주)대원에스앤피,울산광역시 북구 효암로 84-13 (명촌동), 1996.07.04,콘테이너부품,,
,052.255.8800,(주)태봉산업,울산광역시 울주군 상북면 길천산업로 145 (총 2 필지), 2009.12.14,자동차부품 내장제,,
,052.254.7557,부영산업,울산광역시 울주군 상북면 길천산업로 389, 2017.09.01,자동차 도어 플랭킹성형품 등,,
,052.274.6639,원일기계,울산광역시 남구 장생포로19번길 21-23 (여천동), 2014.11.27,"펌프,압축기",,
,052.222.8088,(주)대한스텐레스 웅촌공장,"울산광역시 울주군 웅촌면 웅비공단길 105,  (대대리 885-1번지 외 3필지(884, 885-3, 885-4))", 2006.06.23,"자동차부품(소음기부분품), 스틸그레이팅, 맨홀뚜껑, 가로수보호대",,
,054.455.8884,(주)한국티엔비,울산광역시 울주군 웅촌면 웅촌로 281, 2007.08.20,무체인드라이버,,
,052.257.4670,(주)태웅코리아,울산광역시 울주군 웅촌면 상대길 29, 2002.07.25,가스렌지,,
,052.289.2337,우진산업전자,"울산광역시 북구 산성로 40,  707호 (효문동)", 1997.08.29,전자기기,,
,055.283.1206,효성금속주식회사,울산광역시 울주군 온산읍 화산로 137-6, 2013.11.27,"크랭크샤프트 부분품, 드라이브샤프트 부분품",,
,052.288.1598,(주)동남산기,울산광역시 북구 염포로 260-23 (효문동), 2015.08.05,"자동화시스템, 자동차부품",,
,052.238.5885,케이오씨(주),"울산광역시 울주군 온산읍 이진로 67-34, (총 3 필지)", 1995.08.01,"하이드라진,하이드레이트",,
,052.227.8230,경은기전,울산광역시 남구 화합로71번길 11-20 (야음동), 2010.11.29,전기판넬,,
,052.264.2210,거영산업,울산광역시 울주군 웅촌면 고연로 183-20, 2003.07.01,자동차부품,,
,052.287.4203,(주)청림엔지니어링,울산광역시 북구 중산산업2길 36 (중산동), 2015.04.27,자동화설비,,
,052.296.6055,월드시스템,울산광역시 북구 농공단지5길 23 (달천동), 2018.06.26,"자동화 전기 판넬, 컨베어시스템",,
,052.922.7226,(주)솔레코텍,울산광역시 울주군 웅촌면 고연공단3길 7, 2006.07.28,금속가공제품(PLATE),,
,052.238.9400,케이디케미칼(주),울산광역시 울주군 온산읍 회학3길 56-5, 2013.09.06,"PAC, 요소수",,
,052.287.5530,(주)시스코피엔시,울산광역시 울주군 언양읍 반천산업로 97, 2015.07.22,"전동기,발전기 전기변환장치/배전반, 부스덕트(BUS DUCT)",,
,052.263.0511,(주)파텍스,"울산광역시 북구 매곡산업1길 6 (매곡동, 휘문기연)", 2012.10.22,자동화기기외,,
,052.298.4541,대영기공,"울산광역시 북구 농공단지3길 45 (달천동, 대명기공)", 2000.02.03,"압력용기 저장탱크, 기계기구, 제관",,
,052.225.0780,(주)고려인슈,울산광역시 울주군 웅촌면 고연로 98-10 (총 2 필지), 2008.12.05,보온단열재,,
,052.238.5600,신양철강,울산광역시 울주군 온산읍 회학2길 34, 2014.04.04,"파이프, 씨형광",,
,052.227.7670,서림목재산업,울산광역시 울주군 웅촌면 반계길 80, 2008.11.26,판재 및 각재,,
,052.222.0588,(주)영남티엠에스,"울산광역시 북구 산성로 40, 1동 7층 713 (효문동, 아파트형공장)", 2015.11.09,자동제어반,,
,052.292.0951,(주)우창이엔씨,울산광역시 북구 중산산업2길 42 (중산동), 2016.10.21,"산업용 냉동기, 냉각탑, 에어드라이어",,
,052.269.3427,우진테크,울산광역시 울주군 웅촌면 고연공단1길 44, 2007.06.05,도장,,
,052.264.6703,신화테크,울산광역시 울주군 삼동면 암리길 38, 2005.05.24,플라스틱성형,,
,052.249.0880,주식회사 남북이앤시(E&amp;C),울산광역시 남구 두왕로34번길 34-14 (선암동), 2014.07.11,"전기회로 개폐, 접속장치",,
,052.289.9661,진평산업,"울산광역시 북구 효산1길 23 (효문동, 진평산업) (총 6 필지)", 2014.12.11,"자동차 브레이크, 클러치",,
,052.262.8958,디에스엠텍(주),"울산광역시 남구 산안로 12 (여천동, 지씨테크)", 2012.01.18,동력전달장치,,
,052.285.0071,(주)오토피아,"울산광역시 북구 매곡산업1길 28 (매곡동, (주)오토피아)", 2008.03.28,Arm Rest(팔걸이),,
,052.283.8713,엔브이에이치오버헤드시스템(주),"울산광역시 북구 모듈화산업로 207-14 (연암동, (주)중앙공업)", 2010.08.23,"도아트림, 헤드라이닝",,
,052.231.7300,(주)지에스엔텍,울산광역시 울주군 온산읍 화산1길 13-28, 1997.08.27,"열교환기,베셀,타워,산업용기",,
,052.958.8281,한국후지필터(주),울산광역시 남구 용연로195번길 29 (용연동), 2006.12.07,공업용필터,,
,052.287.1553,(주)국제이앤아이,울산광역시 북구 관문길 197 (천곡동), 2009.02.20,"수,배전반,전기판넬",,
,052.269.4630,(주)화성피피아이,울산광역시 남구 용잠로74번길 24 (부곡동), 2007.01.08,"실린더로드,크롬도금",,
,052.287.8561,원엔지니어링(주),"울산광역시 북구 산성로 40,  506호 (효문동) (총 2 필지)", 2007.12.21,전계장PNL,,
,052.900.9888,와이드윙스(WIDEWINGS),울산광역시 남구 월평로 133 (신정동), 2008.07.11,"LED조명, LED전광판 및 조명용 제어기",,
,052.255.9999,태림포장공업(주),울산광역시 울주군 두서면 활천산업1길 127, 2016.04.01,골판지 및 골판지 상자,,
,052.254.5301,(주)안풍산업,울산광역시 울주군 삼남면 마산보들길 96, 2002.08.20,사이드범퍼,,
,052.222.8650,신흥정공(주),울산광역시 울주군 웅촌면 웅촌로 642-1, 2006.12.05,선박용엔진,,
,052.707.1001,(주)세원기계,"울산광역시 울주군 청량읍 처용산업로 147, (주)세원기계", 2015.01.30,"산업용 양수기, 탬핑머신 ",,
,052.296.3772,(주)제국전기,"울산광역시 북구 원연암2길 39 (연암동, 효덕산업) (총 6 필지) (총 6 필지)", 2012.12.10,전기판넬,,
,052.287.8604,그린엔지니어링,"울산광역시 북구 산성로 40,  706호 (효문동)", 1996.11.11,공작기계부품,,
,052.239.4890,(주)동원기공,울산광역시 울주군 온산읍 종동길 81 (총 3 필지), 2008.01.29,"철구조물,산업플랜트설비",,
,052.266.9093,주식회사 글로시스닷컴,울산광역시 남구 정동로6번길 9-12 (삼산동), 2005.11.16,"방송용앰프, 방폭하우징",,
,052.289.2320,신영전기,"울산광역시 북구 산성로 40,  203호 (효문동)", 1998.03.13,전기제어반,,
,052.269.1897,한양정밀,울산광역시 남구 도산로 107 (달동), 2008.08.11,기계부품가공제작,,
,052.231.8105,오덱(주),울산광역시 울주군 온산읍 공단로 341, 1995.08.10,자동차배기가스 정화용촉매,,
,052.257.7420,일성수출포장(주),"울산광역시 남구 용연로50번길 3 (용연동, 일성수출포장(주))", 2001.11.05,골판지상자,,
,052.266.1059,HY테크,울산광역시 울주군 온산읍 명봉거남로 123, 2014.04.09,유압펌프,,
,052.260.9088,(주)동남GMT,울산광역시 울주군 웅촌면 고연공단5길 17-5, 2013.09.03,자동차 부품(자동차 펌퍼 보강재),,
,052.257.6890,오성피앤이(주),울산광역시 남구 신여천로 98 (여천동) (총 2 필지), 2004.10.15,"샤프트,주문부품",,
,052.254.1978,울산스틸(주),울산광역시 울주군 언양읍 반천산업로 80-57, 2017.04.21,파이프 및 금속공작물,,
,052.295.0788,한일금속,"울산광역시 북구 제내5길 100 (매곡동, 한일금속) (총 2 필지) (총 2 필지)", 1995.09.15,BUCT COVER,,
,052.260.7991,(주)하나에이텍,울산광역시 울주군 청량읍 상남2길 5-13, 2011.03.04,공해방지 측정기,,
,052.254.5100,(주)동신건업,울산광역시 울주군 상북면 향산다개로 159, 2013.11.22,"알루미늄, 금속, 플라스틱 창호",,
,052.287.8411,성심산업,"울산광역시 북구 산성로 40,  504호 (효문동)", 2004.07.27,인사이드핸들,,
,052.289.7991,주식회사 한국이앤티,울산광역시 울주군 청량읍 상남2길 32-6, 2016.09.09,"환경기기, 전기분전반, 판넬",,
,052.282.5277,부국정밀,울산광역시 북구 중산산업로 31-1 (중산동), 2009.10.16,롤러 가이드,,
,052.955.1991,(주)부창기술,울산광역시 울주군 웅촌면 웅촌로 610, 2007.04.04,"난간, 창호",,
,052.237.1331,(주)한국루브켐,울산광역시 울주군 온산읍 대정로 10-8, 2004.02.09,"절삭유,고무배합유,방청유",,
,052.292.4966,대창기계,울산광역시 북구 중산산업2길 62 (중산동) (총 2 필지), 2015.02.03,자동차 지그 ,,
,052.289.4035,(주)켐텍,울산광역시 울주군 두동면 두동로 1156, 2013.11.13,"오일쿨러, 고압쿨런트장치",,
,052.239.8026,하림산업,울산광역시 울주군 온양읍 용당내광로 361-5 (총 2 필지), 2015.05.04,판재 및 각재,,
,051.311.4393,(주)영전케이블,울산광역시 울주군 상북면 길천산업로 473-9, 2017.09.13,자동차용 케이블 등,,
,052.236.7126,(주)엘앤씨에프앤씨,울산광역시 북구 진장유통로 46-6 (진장동), 2017.01.18,한식도시락,,
,052.283.2915,(주)승광계전,"울산광역시 북구 산성로 40, 1동 8층 801 (효문동, 아파트형공장), 802", 2015.11.09,전기판넬 조립,,
,052.285.2115,대산모델,울산광역시 북구 괴정1길 24 (매곡동), 1996.12.17,"검사치구, 금속모형",,
,052.296.7741,원진산업기계,울산광역시 북구 농공단지5길 13 (달천동), 2014.10.14,지그,,
,052.245.8894,성림영농조합법인,울산광역시 중구 외솔큰길 439-84 (장현동) (총 2 필지), 1995.05.12,"유기질비료(퇴비), 지렁이사료",,
,052.282.1818,(주)경남실업,"울산광역시 북구 농공단지4길 23-2 (달천동, 경남실업)", 2000.11.21,목형 금형,,
,052.238.2451,대성자원개발(주)온산지점,울산광역시 울주군 온산읍 화산1길 75-11, 2013.11.25,"액상소석회, 수산화마그네슘(액상) 등",,
,052.282.7400,(주)대성지오텍,울산광역시 북구 농공단지3길 49 (달천동), 2001.11.03,더스트 카바,,
,052.269.4027,정우테크,"울산광역시 남구 장생포로19번길 42 (여천동, 정우테크)", 1996.10.25,"밸브,자동차부품 밸트",,
,052.268.5078,(주)정우테크,울산광역시 울주군 온산읍 처용산업1길 76-16, 2012.05.03,화학구조 및 선박 등 부품,,
,052.265.2044,(주)멜리오유니온랜드,울산광역시 울주군 삼동면 은현공단4길 18 (총 14 필지), 2003.07.28,"어린이놀이터제품,돌망태,체력단련용운동시설물",,
,..,(주)히즈,울산광역시 울주군 웅촌면 고연공단2길 124, 2012.11.27,도장된 자동차 부품,,
,052.239.6904,(주)지영사,울산광역시 울주군 온양읍 남창강변로 80-6, 1999.03.12,자동차가죽핸들,,
,052.298.6603,현진산업,울산광역시 북구 호계9길 45 (호계동), 2009.02.20,차량용시트,,
,052.255.0500,(주)디아이씨두동공장,울산광역시 울주군 두동면 봉계농공길 8, 1996.09.07,자동차부품(기어및전동축),,
,052.264.9770,(주)세명아이티씨,울산광역시 울주군 언양읍 반천산업로 97, 2015.11.10,"배전반, 판금속가공",,
,052.266.6951,대성산업,울산광역시 울주군 웅촌면 고연공단3길 9, 2013.09.09,클립(자동차 부품 일종) - 플라스틱,,
,052.227.8230,(주)경은기전,울산광역시 남구 산업로 641 (삼산동), 2018.02.21,전기판넬/공장자동화설비,,
,052.227.5599,태진미디어통신(주),울산광역시 남구 두왕로22번길 49 (선암동), 2010.03.24,"CCTV,amp,방송장비",,
,052.288.3922,장원산업,"울산광역시 북구 염포로 282 (효문동, 장원산업) (총 2 필지)", 2007.08.23,"선박,중장비,자동차부품",,
,052.294.8075,(주)광명테크,울산광역시 북구 호계5길 77 (호계동), 2011.03.07,"볼라드, 버스승강장, 금속구조물, 차선 분리대",,
,052.269.9997,(주)대도테크라,"울산광역시 울주군 상북면 길천산업3길 28-5,  울산광역시 울주군 상북면 거리 1167-5번지", 2013.01.30,"자동차산업도장설비, 세차기구조",,
,052.257.0057,한반도소금산업,"울산광역시 남구 용연로195번길 22 (용연동, 소금공장)", 2002.03.19,소금,,
,052.254.0688,삼화엔지니어링,울산광역시 울주군 삼남면 공암공단로 80, 1999.07.22,화물불속구,,
,052.710.5101,(주)우신특수포장 울주지점,울산광역시 울주군 두서면 전읍농공길 27, 2014.07.25,골판지상자 제조,,
,052.238.1453,삼영순화(주),울산광역시 울주군 온산읍 대정로 129, 2001.03.31,반도체용 초고순도 과산화수소,,
,052.254.8000,(주)대림에이텍,울산광역시 울주군 상북면 양등농공길 59, 2007.05.03,버스차체,,
,052.227.9905,대경엠씨(주),"울산광역시 울주군 청량읍 처용산업3길 135, 중공업동 1층 일부", 2017.07.06,"Tube sheet, Baffle, Header",,
,052.287.3927,천하계전,"울산광역시 북구 산성로 40,  울산아파트형공장 1 618 (효문동)", 2009.12.24,수배전반,,
,052.277.8533,창조기업,울산광역시 울주군 웅촌면 장기터2길 101, 2010.12.10,"샌드위치판넬, 창호",,
,052.274.6699,울산연합건설기계(주),울산광역시 남구 산업로340번길 16 (선암동), 2015.08.25,"기계장비, 건설기계 부품",,
,052.268.5289,명보산업,울산광역시 울주군 웅촌면 고연공단3길 29, 2008.09.10,가스켓,,
,052.257.9220,(주)동양테크,울산광역시 울주군 웅촌면 반계길 4-12, 2004.01.13,자동차샤시용pipe부품,,
,052.228.7505,(주)국일인토트 제2공장,울산광역시 울주군 웅촌면 고연로 87-11, 2014.02.14,가스켓(파이프 연결 이음쇠),,
,052.292.1128,다원주방산업,울산광역시 중구 구교로 50 (학산동), 2002.09.24,주방세정대,,
,052.222.8031,백운조명,울산광역시 울주군 웅촌면 웅촌로 91 (총 2 필지), 2018.06.26,가정용LED조명 등,,
,052.246.9821,인터맥,울산광역시 중구 백양로 180 (성안동), 2012.01.12,"전기제어반,풍력용 조명",,
,052.295.7766,양지기업,울산광역시 북구 농공단지3길 31 (달천동), 1999.09.02,에폭시 판재,,
,052.912.5877,명진산업사,울산광역시 울주군 상북면 길천산업2길 36-13, 2012.08.17,산업용장갑코팅기계,,
,052.256.9557,(주)케이에이알,울산광역시 남구 삼산로392번길 17-1 (삼산동), 2014.05.14,파워트레인 재제조품,,
,052.253.1324,(주)유일케이블,울산광역시 울주군 상북면 길천산업2길 18, 2012.10.23,자동차용 캐이블,,
,052.258.2415,엠에이에스(주),울산광역시 울주군 온양읍 산양길 3, 2014.08.01,철구조물,,
,052.295.0305,범양기업,울산광역시 북구 가재길 139 (천곡동) (총 2 필지), 1995.11.04,도아트림 ASS'Y,,
,052.296.1549,희구정밀,울산광역시 북구 농공단지4길 51 (달천동), 2006.03.08,철판가공 반제품,,
,052.269.6003,(주)남부산업,"울산광역시 울주군 웅촌면 고연로 183-7, (고연리 357) (총 2 필지)", 2017.02.23,각종 금속제품,,
,052.225.3104,(주)에스아이인포콤,"울산광역시 울주군 서생면 천산로 293, 2층 201호", 2018.02.13,CCTV,,
,052.222.8421,해원산업(주),울산광역시 울주군 온산읍 처용산업로 51-5, 2012.09.20,"닥트, 소각로, 집진기, 콘베이어 등",,
,052.269.8585,아주엔지니어링,"울산광역시 북구 산성로 48-1 (효문동, 주식회사아이제이)", 1995.08.26,"자동제어반,배전반",,
,052.287.2595,(주)동양피앤지,"울산광역시 북구 산성로 48-2 (효문동, 광선)", 2005.10.13,가스킷,,
,052.227.3884,예성인쇄기획,울산광역시 남구 월평로 138 (신정동), 2006.06.27,인쇄물,,
,052.246.5151,(주)대원씨앤엠,울산광역시 울주군 범서읍 정지불길 166 (총 2 필지), 2005.11.04,부순모래,,
